Notes,Year,Year Code,ICD-10 113 Cause List,ICD-10 113 Cause List Code,County,County Code,Race,Race Code,Gender,Gender Code,Deaths,Population,Crude Rate
,2006,2006,#Influenza and pneumonia (J09-J18),GR113-076,"Stanislaus County, CA",6099,White,2106-3,Female,F,61,223779,27.3
,2006,2006,#Influenza and pneumonia (J09-J18),GR113-076,"Stanislaus County, CA",6099,White,2106-3,Male,M,50,219478,22.8
,2006,2006,#Influenza and pneumonia (J09-J18),GR113-076,"Sutter County, CA",6101,White,2106-3,Female,F,11,36625,Unreliable
,2006,2006,#Influenza and pneumonia (J09-J18),GR113-076,"Tehama County, CA",6103,White,2106-3,Female,F,10,29155,Unreliable
,2006,2006,#Influenza and pneumonia (J09-J18),GR113-076,"Tehama County, CA",6103,White,2106-3,Male,M,12,28902,Unreliable
,2006,2006,#Influenza and pneumonia (J09-J18),GR113-076,"Tulare County, CA",6107,White,2106-3,Female,F,30,187968,16
,2006,2006,#Influenza and pneumonia (J09-J18),GR113-076,"Tulare County, CA",6107,White,2106-3,Male,M,41,188832,21.7
,2006,2006,#Influenza and pneumonia (J09-J18),GR113-076,"Ventura County, CA",6111,White,2106-3,Female,F,62,352535,17.6
,2006,2006,#Influenza and pneumonia (J09-J18),GR113-076,"Ventura County, CA",6111,White,2106-3,Male,M,51,351571,14.5
,2006,2006,#Influenza and pneumonia (J09-J18),GR113-076,"Yolo County, CA",6113,White,2106-3,Female,F,31,78241,39.6
,2006,2006,#Influenza and pneumonia (J09-J18),GR113-076,"Yolo County, CA",6113,White,2106-3,Male,M,25,75020,33.3
,2006,2006,Pneumonia (J12-J18),GR113-078,"Alameda County, CA",6001,Asian or Pacific Islander,A-PI,Female,F,15,204139,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Alameda County, CA",6001,Asian or Pacific Islander,A-PI,Male,M,13,189589,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Alameda County, CA",6001,Black or African American,2054-5,Female,F,30,112599,26.6
,2006,2006,Pneumonia (J12-J18),GR113-078,"Alameda County, CA",6001,Black or African American,2054-5,Male,M,21,98714,21.3
,2006,2006,Pneumonia (J12-J18),GR113-078,"Alameda County, CA",6001,White,2106-3,Female,F,73,410372,17.8
,2006,2006,Pneumonia (J12-J18),GR113-078,"Alameda County, CA",6001,White,2106-3,Male,M,81,411279,19.7
,2006,2006,Pneumonia (J12-J18),GR113-078,"Butte County, CA",6007,White,2106-3,Female,F,27,99771,27.1
,2006,2006,Pneumonia (J12-J18),GR113-078,"Butte County, CA",6007,White,2106-3,Male,M,34,97029,35
,2006,2006,Pneumonia (J12-J18),GR113-078,"Contra Costa County, CA",6013,Black or African American,2054-5,Female,F,11,55761,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Contra Costa County, CA",6013,White,2106-3,Female,F,92,370516,24.8
,2006,2006,Pneumonia (J12-J18),GR113-078,"Contra Costa County, CA",6013,White,2106-3,Male,M,77,361925,21.3
,2006,2006,Pneumonia (J12-J18),GR113-078,"El Dorado County, CA",6017,White,2106-3,Female,F,25,82539,30.3
,2006,2006,Pneumonia (J12-J18),GR113-078,"El Dorado County, CA",6017,White,2106-3,Male,M,12,82647,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Fresno County, CA",6019,White,2106-3,Female,F,95,355993,26.7
,2006,2006,Pneumonia (J12-J18),GR113-078,"Fresno County, CA",6019,White,2106-3,Male,M,68,356912,19.1
,2006,2006,Pneumonia (J12-J18),GR113-078,"Humboldt County, CA",6023,White,2106-3,Female,F,15,58862,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Humboldt County, CA",6023,White,2106-3,Male,M,12,58316,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Kern County, CA",6029,White,2106-3,Female,F,67,326194,20.5
,2006,2006,Pneumonia (J12-J18),GR113-078,"Kern County, CA",6029,White,2106-3,Male,M,72,346831,20.8
,2006,2006,Pneumonia (J12-J18),GR113-078,"Los Angeles County, CA",6037,Asian or Pacific Islander,A-PI,Female,F,131,745149,17.6
,2006,2006,Pneumonia (J12-J18),GR113-078,"Los Angeles County, CA",6037,Asian or Pacific Islander,A-PI,Male,M,150,669290,22.4
,2006,2006,Pneumonia (J12-J18),GR113-078,"Los Angeles County, CA",6037,Black or African American,2054-5,Female,F,130,523263,24.8
,2006,2006,Pneumonia (J12-J18),GR113-078,"Los Angeles County, CA",6037,Black or African American,2054-5,Male,M,119,462314,25.7
,2006,2006,Pneumonia (J12-J18),GR113-078,"Los Angeles County, CA",6037,White,2106-3,Female,F,931,3596452,25.9
,2006,2006,Pneumonia (J12-J18),GR113-078,"Los Angeles County, CA",6037,White,2106-3,Male,M,805,3599903,22.4
,2006,2006,Pneumonia (J12-J18),GR113-078,"Madera County, CA",6039,White,2106-3,Female,F,12,65047,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Madera County, CA",6039,White,2106-3,Male,M,10,62364,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Marin County, CA",6041,White,2106-3,Female,F,26,111225,23.4
,2006,2006,Pneumonia (J12-J18),GR113-078,"Marin County, CA",6041,White,2106-3,Male,M,23,107017,21.5
,2006,2006,Pneumonia (J12-J18),GR113-078,"Merced County, CA",6047,White,2106-3,Female,F,13,103494,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Merced County, CA",6047,White,2106-3,Male,M,10,104755,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Monterey County, CA",6053,White,2106-3,Female,F,28,165842,16.9
,2006,2006,Pneumonia (J12-J18),GR113-078,"Monterey County, CA",6053,White,2106-3,Male,M,23,176480,13
,2006,2006,Pneumonia (J12-J18),GR113-078,"Napa County, CA",6055,White,2106-3,Female,F,16,58652,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Napa County, CA",6055,White,2106-3,Male,M,23,58493,39.3
,2006,2006,Pneumonia (J12-J18),GR113-078,"Nevada County, CA",6057,White,2106-3,Female,F,11,47625,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Nevada County, CA",6057,White,2106-3,Male,M,10,46536,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Orange County, CA",6059,Asian or Pacific Islander,A-PI,Female,F,25,271729,9.2
,2006,2006,Pneumonia (J12-J18),GR113-078,"Orange County, CA",6059,Asian or Pacific Islander,A-PI,Male,M,32,251976,12.7
,2006,2006,Pneumonia (J12-J18),GR113-078,"Orange County, CA",6059,White,2106-3,Female,F,289,1160873,24.9
,2006,2006,Pneumonia (J12-J18),GR113-078,"Orange County, CA",6059,White,2106-3,Male,M,241,1150444,20.9
,2006,2006,Pneumonia (J12-J18),GR113-078,"Placer County, CA",6061,White,2106-3,Female,F,43,149434,28.8
,2006,2006,Pneumonia (J12-J18),GR113-078,"Placer County, CA",6061,White,2106-3,Male,M,31,143408,21.6
,2006,2006,Pneumonia (J12-J18),GR113-078,"Riverside County, CA",6065,White,2106-3,Female,F,150,847672,17.7
,2006,2006,Pneumonia (J12-J18),GR113-078,"Riverside County, CA",6065,White,2106-3,Male,M,129,850224,15.2
,2006,2006,Pneumonia (J12-J18),GR113-078,"Sacramento County, CA",6067,Asian or Pacific Islander,A-PI,Female,F,12,112879,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Sacramento County, CA",6067,Black or African American,2054-5,Female,F,10,83794,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Sacramento County, CA",6067,Black or African American,2054-5,Male,M,10,80061,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Sacramento County, CA",6067,White,2106-3,Female,F,157,489538,32.1
,2006,2006,Pneumonia (J12-J18),GR113-078,"Sacramento County, CA",6067,White,2106-3,Male,M,133,473849,28.1
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Bernardino County, CA",6071,Black or African American,2054-5,Female,F,11,104057,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Bernardino County, CA",6071,White,2106-3,Female,F,135,793322,17
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Bernardino County, CA",6071,White,2106-3,Male,M,136,798894,17
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Diego County, CA",6073,Asian or Pacific Islander,A-PI,Female,F,13,185921,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Diego County, CA",6073,Asian or Pacific Islander,A-PI,Male,M,17,166893,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Diego County, CA",6073,White,2106-3,Female,F,166,1174569,14.1
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Diego County, CA",6073,White,2106-3,Male,M,178,1195313,14.9
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Francisco County, CA",6075,Asian or Pacific Islander,A-PI,Female,F,34,143899,23.6
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Francisco County, CA",6075,Asian or Pacific Islander,A-PI,Male,M,42,127008,33.1
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Francisco County, CA",6075,Black or African American,2054-5,Female,F,12,28589,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Francisco County, CA",6075,White,2106-3,Female,F,89,204034,43.6
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Francisco County, CA",6075,White,2106-3,Male,M,70,229277,30.5
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Joaquin County, CA",6077,White,2106-3,Female,F,56,240357,23.3
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Joaquin County, CA",6077,White,2106-3,Male,M,45,242525,18.6
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Luis Obispo County, CA",6079,White,2106-3,Female,F,24,118355,20.3
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Luis Obispo County, CA",6079,White,2106-3,Male,M,22,121759,18.1
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Mateo County, CA",6081,Asian or Pacific Islander,A-PI,Female,F,11,97943,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Mateo County, CA",6081,Asian or Pacific Islander,A-PI,Male,M,16,87768,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Mateo County, CA",6081,White,2106-3,Female,F,101,237172,42.6
,2006,2006,Pneumonia (J12-J18),GR113-078,"San Mateo County, CA",6081,White,2106-3,Male,M,68,235278,28.9
,2006,2006,Pneumonia (J12-J18),GR113-078,"Santa Barbara County, CA",6083,White,2106-3,Female,F,43,181527,23.7
,2006,2006,Pneumonia (J12-J18),GR113-078,"Santa Barbara County, CA",6083,White,2106-3,Male,M,33,182809,18.1
,2006,2006,Pneumonia (J12-J18),GR113-078,"Santa Clara County, CA",6085,Asian or Pacific Islander,A-PI,Female,F,20,277311,7.2
,2006,2006,Pneumonia (J12-J18),GR113-078,"Santa Clara County, CA",6085,Asian or Pacific Islander,A-PI,Male,M,41,269919,15.2
,2006,2006,Pneumonia (J12-J18),GR113-078,"Santa Clara County, CA",6085,White,2106-3,Female,F,146,525001,27.8
,2006,2006,Pneumonia (J12-J18),GR113-078,"Santa Clara County, CA",6085,White,2106-3,Male,M,121,541122,22.4
,2006,2006,Pneumonia (J12-J18),GR113-078,"Santa Cruz County, CA",6087,White,2106-3,Female,F,16,115162,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Santa Cruz County, CA",6087,White,2106-3,Male,M,14,114741,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Shasta County, CA",6089,White,2106-3,Female,F,29,82941,35
,2006,2006,Pneumonia (J12-J18),GR113-078,"Shasta County, CA",6089,White,2106-3,Male,M,15,79699,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Solano County, CA",6095,White,2106-3,Female,F,44,129413,34
,2006,2006,Pneumonia (J12-J18),GR113-078,"Solano County, CA",6095,White,2106-3,Male,M,37,133551,27.7
,2006,2006,Pneumonia (J12-J18),GR113-078,"Sonoma County, CA",6097,White,2106-3,Female,F,66,214748,30.7
,2006,2006,Pneumonia (J12-J18),GR113-078,"Sonoma County, CA",6097,White,2106-3,Male,M,40,208492,19.2
,2006,2006,Pneumonia (J12-J18),GR113-078,"Stanislaus County, CA",6099,White,2106-3,Female,F,61,223779,27.3
,2006,2006,Pneumonia (J12-J18),GR113-078,"Stanislaus County, CA",6099,White,2106-3,Male,M,50,219478,22.8
,2006,2006,Pneumonia (J12-J18),GR113-078,"Sutter County, CA",6101,White,2106-3,Female,F,11,36625,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Tehama County, CA",6103,White,2106-3,Female,F,10,29155,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Tehama County, CA",6103,White,2106-3,Male,M,12,28902,Unreliable
,2006,2006,Pneumonia (J12-J18),GR113-078,"Tulare County, CA",6107,White,2106-3,Female,F,30,187968,16
,2006,2006,Pneumonia (J12-J18),GR113-078,"Tulare County, CA",6107,White,2106-3,Male,M,41,188832,21.7
,2006,2006,Pneumonia (J12-J18),GR113-078,"Ventura County, CA",6111,White,2106-3,Female,F,62,352535,17.6
,2006,2006,Pneumonia (J12-J18),GR113-078,"Ventura County, CA",6111,White,2106-3,Male,M,50,351571,14.2
,2006,2006,Pneumonia (J12-J18),GR113-078,"Yolo County, CA",6113,White,2106-3,Female,F,31,78241,39.6
,2006,2006,Pneumonia (J12-J18),GR113-078,"Yolo County, CA",6113,White,2106-3,Male,M,25,75020,33.3
,2006,2006,#Chronic lower respiratory diseases (J40-J47),GR113-082,"Alameda County, CA",6001,Asian or Pacific Islander,A-PI,Female,F,14,204139,Unreliable
,2006,2006,#Chronic lower respiratory diseases (J40-J47),GR113-082,"Alameda County, CA",6001,Asian or Pacific Islander,A-PI,Male,M,21,189589,11.1
,2006,2006,#Chronic lower respiratory diseases (J40-J47),GR113-082,"Alameda County, CA",6001,Black or African American,2054-5,Female,F,26,112599,23.1
,2006,2006,#Chronic lower respiratory diseases (J40-J47),GR113-082,"Alameda County, CA",6001,Black or African American,2054-5,Male,M,32,98714,32.4
,2006,2006,#Chronic lower respiratory diseases (J40-J47),GR113-082,"Alameda County, CA",6001,White,2106-3,Female,F,197,410372,48
,2006,2006,#Chronic lower respiratory diseases (J40-J47),GR113-082,"Alameda County, CA",6001,White,2106-3,Male,M,132,411279,32.1
,2006,2006,#Chronic lower respiratory diseases (J40-J47),GR113-082,"Amador County, CA",6005,White,2106-3,Female,F,14,16569,Unreliable
,2006,2006,#Chronic lower respiratory diseases (J40-J47),GR113-082,"Amador County, CA",6005,White,2106-3,Male,M,11,18944,Unreliable
,2006,2006,#Chronic lower respiratory diseases (J40-J47),GR113-082,"Butte County, CA",6007,White,2106-3,Female,F,66,99771,66.2
,2006,2006,#Chronic lower respiratory diseases (J40-J47),GR113-082,"Butte County, CA",6007,White,2106-3,Male,M,85,97029,87.6
,2006,2006,#Chronic lower respiratory diseases (J40-J47),GR113-082,"Calaveras County, CA",6009,White,2106-3,Female,F,14,21878,Unreliable
,2006,2006,#Chronic lower respiratory diseases (J40-J47),GR113-082,"Calaveras County, CA",6009,White,2106-3,Male,M,15,21850,Unreliable
,2006,2006,#Chronic lower respiratory diseases (J40-J47),GR113-082,"Contra Costa County, CA",6013,Asian or Pacific Islander,A-PI,Female,F,10,80773,Unreliable
,2006,2006,#Chronic lower respiratory diseases (J40-J47),GR113-082,"Contra Costa County, CA",6013,Asian or Pacific Islander,A-PI,Male,M,10,72524,Unreliable
,2006,2006,#Chronic lower respiratory diseases (J40-J47),GR113-082,"Contra Costa County, CA",6013,Black or African American,2054-5,Female,F,11,55761,Unreliable
,2006,2006,#Chronic lower respiratory diseases (J40-J47),GR113-082,"Contra Costa County, CA",6013,Black or African American,2054-5,Male,M,15,48581,Unreliable
,2006,2006,#Chronic lower respiratory diseases (J40-J47),GR113-082,"Contra Costa County, CA",6013,White,2106-3,Female,F,195,370516,52.6
,2006,2006,#Chronic lower respiratory diseases (J40-J47),GR113-082,"Contra Costa County, CA",6013,White,2106-3,Male,M,145,361925,40.1
,2006,2006,#Chronic lower respiratory diseases (J40-J47),GR113-082,"Del Norte County, CA",6015,White,2106-3,Male,M,11,12864,Unreliable
