,Year,Year Code,ICD-10 113 Cause List,ICD-10 113 Cause List Code,County,County Code,Race,Race Code,Gender,Gender Code,Deaths,Population,Crude Rate,State_Abbreviation
51,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,San,6071.0,White,2106-3,Female,F,136.0,793322.0,17.1, CA
52,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,San,6071.0,White,2106-3,Male,M,136.0,798894.0,17, CA
53,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,San,6073.0,Asian or Pacific Islander,A-PI,Female,F,13.0,185921.0,Unreliable, CA
54,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,San,6073.0,Asian or Pacific Islander,A-PI,Male,M,17.0,166893.0,Unreliable, CA
55,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,San,6073.0,White,2106-3,Female,F,171.0,1174569.0,14.6, CA
56,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,San,6073.0,White,2106-3,Male,M,181.0,1195313.0,15.1, CA
57,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,San,6075.0,Asian or Pacific Islander,A-PI,Female,F,34.0,143899.0,23.6, CA
58,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,San,6075.0,Asian or Pacific Islander,A-PI,Male,M,42.0,127008.0,33.1, CA
59,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,San,6075.0,Black or African American,2054-5,Female,F,12.0,28589.0,Unreliable, CA
60,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,San,6075.0,White,2106-3,Female,F,90.0,204034.0,44.1, CA
61,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,San,6075.0,White,2106-3,Male,M,70.0,229277.0,30.5, CA
62,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,San,6077.0,White,2106-3,Female,F,56.0,240357.0,23.3, CA
63,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,San,6077.0,White,2106-3,Male,M,45.0,242525.0,18.6, CA
64,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,San,6079.0,White,2106-3,Female,F,24.0,118355.0,20.3, CA
65,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,San,6079.0,White,2106-3,Male,M,22.0,121759.0,18.1, CA
66,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,San,6081.0,Asian or Pacific Islander,A-PI,Female,F,11.0,97943.0,Unreliable, CA
67,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,San,6081.0,Asian or Pacific Islander,A-PI,Male,M,16.0,87768.0,Unreliable, CA
68,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,San,6081.0,White,2106-3,Female,F,102.0,237172.0,43, CA
69,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,San,6081.0,White,2106-3,Male,M,68.0,235278.0,28.9, CA
70,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Santa,6083.0,White,2106-3,Female,F,44.0,181527.0,24.2, CA
71,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Santa,6083.0,White,2106-3,Male,M,33.0,182809.0,18.1, CA
72,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Santa,6085.0,Asian or Pacific Islander,A-PI,Female,F,20.0,277311.0,7.2, CA
73,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Santa,6085.0,Asian or Pacific Islander,A-PI,Male,M,41.0,269919.0,15.2, CA
74,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Santa,6085.0,White,2106-3,Female,F,147.0,525001.0,28, CA
75,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Santa,6085.0,White,2106-3,Male,M,121.0,541122.0,22.4, CA
76,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Santa,6087.0,White,2106-3,Female,F,16.0,115162.0,Unreliable, CA
77,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Santa,6087.0,White,2106-3,Male,M,14.0,114741.0,Unreliable, CA
78,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Shasta,6089.0,White,2106-3,Female,F,29.0,82941.0,35, CA
79,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Shasta,6089.0,White,2106-3,Male,M,15.0,79699.0,Unreliable, CA
80,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Solano,6095.0,White,2106-3,Female,F,44.0,129413.0,34, CA
81,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Solano,6095.0,White,2106-3,Male,M,37.0,133551.0,27.7, CA
82,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Sonoma,6097.0,White,2106-3,Female,F,66.0,214748.0,30.7, CA
83,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Sonoma,6097.0,White,2106-3,Male,M,40.0,208492.0,19.2, CA
84,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Stanislaus,6099.0,White,2106-3,Female,F,61.0,223779.0,27.3, CA
85,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Stanislaus,6099.0,White,2106-3,Male,M,50.0,219478.0,22.8, CA
86,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Sutter,6101.0,White,2106-3,Female,F,11.0,36625.0,Unreliable, CA
87,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Tehama,6103.0,White,2106-3,Female,F,10.0,29155.0,Unreliable, CA
88,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Tehama,6103.0,White,2106-3,Male,M,12.0,28902.0,Unreliable, CA
89,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Tulare,6107.0,White,2106-3,Female,F,30.0,187968.0,16, CA
90,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Tulare,6107.0,White,2106-3,Male,M,41.0,188832.0,21.7, CA
91,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Ventura,6111.0,White,2106-3,Female,F,62.0,352535.0,17.6, CA
92,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Ventura,6111.0,White,2106-3,Male,M,51.0,351571.0,14.5, CA
93,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Yolo,6113.0,White,2106-3,Female,F,31.0,78241.0,39.6, CA
94,2006.0,2006.0,#Influenza and pneumonia (J09-J18),GR113-076,Yolo,6113.0,White,2106-3,Male,M,25.0,75020.0,33.3, CA
95,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,15.0,204139.0,Unreliable, CA
96,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,13.0,189589.0,Unreliable, CA
97,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Black or African American,2054-5,Female,F,30.0,112599.0,26.6, CA
98,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,Black or African American,2054-5,Male,M,21.0,98714.0,21.3, CA
99,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,White,2106-3,Female,F,73.0,410372.0,17.8, CA
100,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Alameda,6001.0,White,2106-3,Male,M,81.0,411279.0,19.7, CA
101,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Butte,6007.0,White,2106-3,Female,F,27.0,99771.0,27.1, CA
102,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Butte,6007.0,White,2106-3,Male,M,34.0,97029.0,35, CA
103,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Contra,6013.0,Black or African American,2054-5,Female,F,11.0,55761.0,Unreliable, CA
104,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Contra,6013.0,White,2106-3,Female,F,92.0,370516.0,24.8, CA
105,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Contra,6013.0,White,2106-3,Male,M,77.0,361925.0,21.3, CA
106,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,El,6017.0,White,2106-3,Female,F,25.0,82539.0,30.3, CA
107,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,El,6017.0,White,2106-3,Male,M,12.0,82647.0,Unreliable, CA
108,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Fresno,6019.0,White,2106-3,Female,F,95.0,355993.0,26.7, CA
109,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Fresno,6019.0,White,2106-3,Male,M,68.0,356912.0,19.1, CA
110,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Humboldt,6023.0,White,2106-3,Female,F,15.0,58862.0,Unreliable, CA
111,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Humboldt,6023.0,White,2106-3,Male,M,12.0,58316.0,Unreliable, CA
112,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Kern,6029.0,White,2106-3,Female,F,67.0,326194.0,20.5, CA
113,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Kern,6029.0,White,2106-3,Male,M,72.0,346831.0,20.8, CA
114,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Los,6037.0,Asian or Pacific Islander,A-PI,Female,F,131.0,745149.0,17.6, CA
115,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Los,6037.0,Asian or Pacific Islander,A-PI,Male,M,150.0,669290.0,22.4, CA
116,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Los,6037.0,Black or African American,2054-5,Female,F,130.0,523263.0,24.8, CA
117,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Los,6037.0,Black or African American,2054-5,Male,M,119.0,462314.0,25.7, CA
118,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Los,6037.0,White,2106-3,Female,F,931.0,3596452.0,25.9, CA
119,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Los,6037.0,White,2106-3,Male,M,805.0,3599903.0,22.4, CA
120,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Madera,6039.0,White,2106-3,Female,F,12.0,65047.0,Unreliable, CA
121,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Madera,6039.0,White,2106-3,Male,M,10.0,62364.0,Unreliable, CA
122,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Marin,6041.0,White,2106-3,Female,F,26.0,111225.0,23.4, CA
123,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Marin,6041.0,White,2106-3,Male,M,23.0,107017.0,21.5, CA
124,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Merced,6047.0,White,2106-3,Female,F,13.0,103494.0,Unreliable, CA
125,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Merced,6047.0,White,2106-3,Male,M,10.0,104755.0,Unreliable, CA
126,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Monterey,6053.0,White,2106-3,Female,F,28.0,165842.0,16.9, CA
127,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Monterey,6053.0,White,2106-3,Male,M,23.0,176480.0,13, CA
128,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Napa,6055.0,White,2106-3,Female,F,16.0,58652.0,Unreliable, CA
129,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Napa,6055.0,White,2106-3,Male,M,23.0,58493.0,39.3, CA
130,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Nevada,6057.0,White,2106-3,Female,F,11.0,47625.0,Unreliable, CA
131,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Nevada,6057.0,White,2106-3,Male,M,10.0,46536.0,Unreliable, CA
132,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Orange,6059.0,Asian or Pacific Islander,A-PI,Female,F,25.0,271729.0,9.2, CA
133,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,32.0,251976.0,12.7, CA
134,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Orange,6059.0,White,2106-3,Female,F,289.0,1160873.0,24.9, CA
135,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Orange,6059.0,White,2106-3,Male,M,241.0,1150444.0,20.9, CA
136,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Placer,6061.0,White,2106-3,Female,F,43.0,149434.0,28.8, CA
137,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Placer,6061.0,White,2106-3,Male,M,31.0,143408.0,21.6, CA
138,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Riverside,6065.0,White,2106-3,Female,F,150.0,847672.0,17.7, CA
139,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Riverside,6065.0,White,2106-3,Male,M,129.0,850224.0,15.2, CA
140,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Female,F,12.0,112879.0,Unreliable, CA
141,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Sacramento,6067.0,Black or African American,2054-5,Female,F,10.0,83794.0,Unreliable, CA
142,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Sacramento,6067.0,Black or African American,2054-5,Male,M,10.0,80061.0,Unreliable, CA
143,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Sacramento,6067.0,White,2106-3,Female,F,157.0,489538.0,32.1, CA
144,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Sacramento,6067.0,White,2106-3,Male,M,133.0,473849.0,28.1, CA
145,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6071.0,Black or African American,2054-5,Female,F,11.0,104057.0,Unreliable, CA
146,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6071.0,White,2106-3,Female,F,135.0,793322.0,17, CA
147,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6071.0,White,2106-3,Male,M,136.0,798894.0,17, CA
148,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6073.0,Asian or Pacific Islander,A-PI,Female,F,13.0,185921.0,Unreliable, CA
149,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6073.0,Asian or Pacific Islander,A-PI,Male,M,17.0,166893.0,Unreliable, CA
150,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6073.0,White,2106-3,Female,F,166.0,1174569.0,14.1, CA
151,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6073.0,White,2106-3,Male,M,178.0,1195313.0,14.9, CA
152,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6075.0,Asian or Pacific Islander,A-PI,Female,F,34.0,143899.0,23.6, CA
153,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6075.0,Asian or Pacific Islander,A-PI,Male,M,42.0,127008.0,33.1, CA
154,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6075.0,Black or African American,2054-5,Female,F,12.0,28589.0,Unreliable, CA
155,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6075.0,White,2106-3,Female,F,89.0,204034.0,43.6, CA
156,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6075.0,White,2106-3,Male,M,70.0,229277.0,30.5, CA
157,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6077.0,White,2106-3,Female,F,56.0,240357.0,23.3, CA
158,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6077.0,White,2106-3,Male,M,45.0,242525.0,18.6, CA
159,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6079.0,White,2106-3,Female,F,24.0,118355.0,20.3, CA
160,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6079.0,White,2106-3,Male,M,22.0,121759.0,18.1, CA
161,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6081.0,Asian or Pacific Islander,A-PI,Female,F,11.0,97943.0,Unreliable, CA
162,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6081.0,Asian or Pacific Islander,A-PI,Male,M,16.0,87768.0,Unreliable, CA
163,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6081.0,White,2106-3,Female,F,101.0,237172.0,42.6, CA
164,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,San,6081.0,White,2106-3,Male,M,68.0,235278.0,28.9, CA
165,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Santa,6083.0,White,2106-3,Female,F,43.0,181527.0,23.7, CA
166,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Santa,6083.0,White,2106-3,Male,M,33.0,182809.0,18.1, CA
167,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Santa,6085.0,Asian or Pacific Islander,A-PI,Female,F,20.0,277311.0,7.2, CA
168,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Santa,6085.0,Asian or Pacific Islander,A-PI,Male,M,41.0,269919.0,15.2, CA
169,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Santa,6085.0,White,2106-3,Female,F,146.0,525001.0,27.8, CA
170,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Santa,6085.0,White,2106-3,Male,M,121.0,541122.0,22.4, CA
171,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Santa,6087.0,White,2106-3,Female,F,16.0,115162.0,Unreliable, CA
172,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Santa,6087.0,White,2106-3,Male,M,14.0,114741.0,Unreliable, CA
173,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Shasta,6089.0,White,2106-3,Female,F,29.0,82941.0,35, CA
174,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Shasta,6089.0,White,2106-3,Male,M,15.0,79699.0,Unreliable, CA
175,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Solano,6095.0,White,2106-3,Female,F,44.0,129413.0,34, CA
176,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Solano,6095.0,White,2106-3,Male,M,37.0,133551.0,27.7, CA
177,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Sonoma,6097.0,White,2106-3,Female,F,66.0,214748.0,30.7, CA
178,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Sonoma,6097.0,White,2106-3,Male,M,40.0,208492.0,19.2, CA
179,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Stanislaus,6099.0,White,2106-3,Female,F,61.0,223779.0,27.3, CA
180,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Stanislaus,6099.0,White,2106-3,Male,M,50.0,219478.0,22.8, CA
181,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Sutter,6101.0,White,2106-3,Female,F,11.0,36625.0,Unreliable, CA
182,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Tehama,6103.0,White,2106-3,Female,F,10.0,29155.0,Unreliable, CA
183,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Tehama,6103.0,White,2106-3,Male,M,12.0,28902.0,Unreliable, CA
184,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Tulare,6107.0,White,2106-3,Female,F,30.0,187968.0,16, CA
185,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Tulare,6107.0,White,2106-3,Male,M,41.0,188832.0,21.7, CA
186,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Ventura,6111.0,White,2106-3,Female,F,62.0,352535.0,17.6, CA
187,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Ventura,6111.0,White,2106-3,Male,M,50.0,351571.0,14.2, CA
188,2006.0,2006.0,Pneumonia (J12-J18),GR113-078,Yolo,6113.0,White,2106-3,Female,F,31.0,78241.0,39.6, CA
